name,category,address,open_website,phone_number,description,open_hours,open_hours_updated,reviews_count,rating,main_image,reviews,url,lat,lon,place_id,country,price_range,services_provided,hotel_amenities,hotel_star_ratings,category_search_input
"三枝商店","French restaurant","1 Chome-3-13 Ekimae, Fujieda, Shizuoka 426-0034, Japan","https://www.mitsueda-s.com/","+81 54-631-7022","","{""Friday"":""12–9 PM"",""Monday"":""5–9 PM"",""Saturday"":""12–9 PM"",""Sunday"":""5–9 PM"",""Thursday"":""Closed"",""Tuesday"":""12–9 PM"",""Wednesday"":""12–9 PM""}","Closed ⋅ Opens 12 PM",106,4.5,"https://lh5.googleusercontent.com/p/AF1QipNYvxQdHTV0FbkYHj7V6zMU9BqdJCtBT79bsjd6=w122-h92-k-no","https://search.google.com/local/reviews?placeid=ChIJ-TanzfBPGmAR7qAQkJgspSg&q=%22Bistro%22,+421-0135,+Japan&authuser=0&hl=en&gl=US","https://www.google.com/maps/place/%E4%B8%89%E6%9E%9D%E5%95%86%E5%BA%97/data=!4m7!3m6!1s0x601a4ff0cda736f9:0x28a52c989010a0ee!8m2!3d34.850235999999995!4d138.251049!16s/g/1pzrq4kt1!19sChIJ-TanzfBPGmAR7qAQkJgspSg?authuser=0&hl=en&rclk=1",34.850236,138.251049,"ChIJ-TanzfBPGmAR7qAQkJgspSg","JP","$$","[""Curbside pickup"",""Takeout"",""Dine-in"",""No delivery""]","null","",""
"オッキャーリ オガ","Italian restaurant","21 8 1, 8 Yamamotochominami, Yao, Osaka 581-0013, Japan","https://occhialioga.owst.jp/","+81 72-998-3232","","{""Friday"":""11:30 AM–3 PM"",""Monday"":""Closed"",""Saturday"":""11:30 AM–3 PM"",""Sunday"":""11:30 AM–3 PM"",""Thursday"":""11:30 AM–3 PM"",""Tuesday"":""11:30 AM–3 PM"",""Wednesday"":""11:30 AM–3 PM""}","Closed ⋅ Opens 11:30 AM",78,4.2,"https://lh5.googleusercontent.com/p/AF1QipMkX12ycMYTnOEI6xkqIwBF3z1aOkNepbRXhgZv=w80-h106-k-no","https://search.google.com/local/reviews?placeid=ChIJzd6Ij0knAWARF2ZRIXMZv58&q=Restaurant,+581-0019,+Japan&authuser=0&hl=en&gl=US","https://www.google.com/maps/place/%E3%82%AA%E3%83%83%E3%82%AD%E3%83%A3%E3%83%BC%E3%83%AA%20%E3%82%AA%E3%82%AC/data=!4m7!3m6!1s0x600127498f88decd:0x9fbf197321516617!8m2!3d34.6259173!4d135.6178512!16s/g/1tfh4kmv!19sChIJzd6Ij0knAWARF2ZRIXMZv58?authuser=0&hl=en&rclk=1",34.6259173,135.6178512,"ChIJzd6Ij0knAWARF2ZRIXMZv58","JP","$$","[""Takeout"",""Dine-in"",""No delivery""]","null","",""
"Muse Bridal","Bridal shop","123 High St, Newport TF10 7BB","http://www.musebridal.co.uk/","01952 814631","","{""Friday"":""9:30 am–5 pm"",""Monday"":""9:30 am–5 pm"",""Saturday"":""9:30 am–4:30 pm"",""Sunday"":""Closed"",""Thursday"":""9:30 am–5 pm"",""Tuesday"":""9:30 am–5 pm"",""Wednesday"":""9:30 am–5 pm""}","Closed ⋅ Opens 9:30 am Mon",14,4.8,"https://lh5.googleusercontent.com/p/AF1QipMUeYh9HNH66GsJRqaMrOg5Ihu5ROOKZaRwYHEh=w80-h106-k-no","https://search.google.com/local/reviews?placeid=ChIJYXlbG9x9ekgReNhfnAD3kiE&q=Jewelry+store,+TF10,+UK&authuser=0&hl=en&gl=GB","https://www.google.com/maps/place/Muse%20Bridal/data=!4m7!3m6!1s0x487a7ddc1b5b7961:0x2192f7009c5fd878!8m2!3d52.7703012!4d-2.3810281!16s/g/1th23b96!19sChIJYXlbG9x9ekgReNhfnAD3kiE?authuser=0&hl=en&rclk=1",52.7703012,-2.3810281,"ChIJYXlbG9x9ekgReNhfnAD3kiE","GB","","null","null","",""
"Magnolia","Electronics store","2909 Los Feliz Blvd, Los Angeles, CA 90039","stores.bestbuy.com","+13239129288","","""{\""Friday\"":\""11AM to 8PM\"",\""Monday (Memorial Day)\"":\""11AM to 8PM\"",\""Saturday\"":\""11AM to 8PM\"",\""Sunday\"":\""11AM to 7PM\"",\""Thursday\"":\""11AM to 8PM\"",\""Tuesday\"":\""11AM to 8PM\"",\""Wednesday\"":\""11AM to 8PM\""}""","",5,3.8,"https://lh5.googleusercontent.com/p/AF1QipOtmksrMLRogVf2kBZFC9EyJC8jjesS4rNmaVOb=w408-h306-k-no","[{""date"":null,""id"":""ChdDSUhNMG9nS0VJQ0FnSUNRbXMtT2hnRRAB"",""name"":""Derek Powell"",""text"":null},{""date"":null,""id"":""ChZDSUhNMG9nS0VJQ0FnSURBaFk2YkJnEAE"",""name"":""Eddie Arellano"",""text"":null},{""date"":null,""id"":""ChdDSUhNMG9nS0VJQ0FnSURpX3RhS3RBRRAB"",""name"":""Grenn R Branch"",""text"":null}]","https://www.google.com/maps/place/Magnolia/@34.1277513,-118.2653635,17z/data=!3m1!4b1!4m6!3m5!1s0x80c2c0e7c7b4f5a7:0xa4161ec13699d07a!8m2!3d34.1277513!4d-118.2653635!16s%2Fg%2F1tqyfs4c",34.1277513,-118.2653635,"ChIJp_W0x-fAwoARetCZNsEeFqQ","US","","null","null","",""
"Midwest Frame & Axle","Trailer repair shop","3941 Liberty Dr, Iowa City, IA 52240","https://midwest-frame.com/","(319) 338-0991","","{""Friday"":""7 AM–4 PM"",""Monday"":""7 AM–4 PM"",""Saturday"":""Closed"",""Sunday"":""Closed"",""Thursday"":""7 AM–4 PM"",""Tuesday"":""7 AM–4 PM"",""Wednesday"":""7 AM–4 PM""}","Closed ⋅ Opens 7 AM",108,4.9,"https://lh5.googleusercontent.com/p/AF1QipN07Pm7tUMTFWzKxqDGtZftoxxSOGXrFyXPByt4=w122-h92-k-no","https://search.google.com/local/reviews?placeid=ChIJAXYRxABr5IcRkd12tTpUmHg&q=Welder,+52240,+US&authuser=0&hl=en&gl=US","https://www.google.com/maps/place/Midwest%20Frame%20&%20Axle/data=!4m7!3m6!1s0x87e46b00c4117601:0x7898543ab576dd91!8m2!3d41.6300332!4d-91.47829949999999!16s/g/1wf394p6!19sChIJAXYRxABr5IcRkd12tTpUmHg?authuser=0&hl=en&rclk=1",41.6300332,-91.4782995,"ChIJAXYRxABr5IcRkd12tTpUmHg","US","","null","null","",""
"Park Rodzinny bł. Karoliny w Tychach","City park","Unnamed Road, Poland","","","","{""Friday"":""Open 24 hours"",""Monday"":""Open 24 hours"",""Saturday"":""Open 24 hours"",""Sunday"":""Open 24 hours"",""Thursday"":""Open 24 hours"",""Tuesday"":""Open 24 hours"",""Wednesday"":""Open 24 hours""}","Open 24 hours",55,4.5,"https://lh5.googleusercontent.com/p/AF1QipNmGs7Ml-gIlc0Ke3uOrUzyW8FpuUW0lzFcNolt=w147-h92-k-no","https://search.google.com/local/reviews?placeid=ChIJQ66kOOe3FkcRMZWQtG2VziE&q=Aquapark,+40-133,+Poland&authuser=0&hl=en&gl=US","https://www.google.com/maps/place/Park%20Rodzinny%20b%C5%82.%20Karoliny%20w%20Tychach/data=!4m7!3m6!1s0x4716b7e738a4ae43:0x21ce956db4909531!8m2!3d50.1039825!4d18.9861513!16s/g/11ghn66yq1!19sChIJQ66kOOe3FkcRMZWQtG2VziE?authuser=0&hl=en&rclk=1",50.1039825,18.9861513,"ChIJQ66kOOe3FkcRMZWQtG2VziE","PL","","null","null","",""
"Poplar Heights Farm","Farm","208 N Delaware St, Butler, MO 64730","http://www.poplarheightsfarm.org/","(660) 679-0764","","{""Friday"":""8 AM–4 PM"",""Monday"":""8 AM–4 PM"",""Saturday"":""Closed"",""Sunday"":""Closed"",""Thursday"":""8 AM–4 PM"",""Tuesday"":""8 AM–4 PM"",""Wednesday"":""8 AM–4 PM""}","Closed ⋅ Opens 8 AM Mon",3,5,"https://lh5.googleusercontent.com/p/AF1QipP1_ufDOn4hd9X18N8a0-DnZYoBAtbHFcQTKV18=w80-h106-k-no","https://search.google.com/local/reviews?placeid=ChIJwaHeHd3cxocR-WrgQ2khnAc&q=Farm,+64733,+US&authuser=0&hl=en&gl=US","https://www.google.com/maps/place/Poplar%20Heights%20Farm/data=!4m7!3m6!1s0x87c6dcdd1ddea1c1:0x79c216943e06af9!8m2!3d38.2594129!4d-94.3333351!16s/g/1tdgvy0y!19sChIJwaHeHd3cxocR-WrgQ2khnAc?authuser=0&hl=en&rclk=1",38.2594129,-94.3333351,"ChIJwaHeHd3cxocR-WrgQ2khnAc","US","","null","null","",""
"Ray J. Barson, Princeton, NJ Real Estate Lawyer","Employment attorney","194 Nassau St, Princeton, NJ 08542","http://www.barsonlaw.com/","(609) 921-1100","","{""Friday"":""8:30 AM–6 PM"",""Monday"":""8:30 AM–6 PM"",""Saturday"":""Closed"",""Sunday"":""8:30 AM–6 PM"",""Thursday"":""8:30 AM–6 PM"",""Tuesday"":""8:30 AM–6 PM"",""Wednesday"":""8:30 AM–6 PM""}","Open ⋅ Closes 6 PM",10,5,"https://lh5.googleusercontent.com/p/AF1QipOUgzRuyXM40d3hEgcf8VeLZtc2lwhel0FJcoO8=w92-h92-k-no","https://search.google.com/local/reviews?placeid=ChIJQ4LjTIThw4kRwNF2A2BCLn4&q=Real+estate+attorney,+1230,+US&authuser=0&hl=en&gl=US","https://www.google.com/maps/place/Ray%20J.%20Barson,%20Princeton,%20NJ%20Real%20Estate%20Lawyer/data=!4m7!3m6!1s0x89c3e1844ce38243:0x7e2e42600376d1c0!8m2!3d40.3512658!4d-74.6550932!16s/g/1tfb2ykr!19sChIJQ4LjTIThw4kRwNF2A2BCLn4?authuser=0&hl=en&rclk=1",40.3512658,-74.6550932,"ChIJQ4LjTIThw4kRwNF2A2BCLn4","US","","null","null","",""
"Check Pros","Check cashing service","785 Roosevelt Ave, Carteret, NJ 07008","http://www.njcheckpros.com/","(732) 541-6100","","{""Friday"":""8:30 AM–6:30 PM"",""Monday"":""8:30 AM–6 PM"",""Saturday"":""8:30 AM–4 PM"",""Sunday"":""Closed"",""Thursday"":""8:30 AM–6 PM"",""Tuesday"":""8:30 AM–6 PM"",""Wednesday"":""8:30 AM–6 PM""}","Open ⋅ Closes 6 PM",13,1.9,"https://lh5.googleusercontent.com/p/AF1QipM-OqctnzHfpD1BSy4FqZCiPT0jjVVpzf2Dd2Cr=w122-h92-k-no","https://search.google.com/local/reviews?placeid=ChIJ___Lkqi0w4kRcS686ZziXms&q=Check+cashing+service,+07014,+Guatemala&authuser=0&hl=en&gl=US","https://www.google.com/maps/place/Check%20Pros/data=!4m7!3m6!1s0x89c3b4a892cbffff:0x6b5ee29ce9bc2e71!8m2!3d40.5884662!4d-74.2282269!16s/g/11hy9nmtdl!19sChIJ___Lkqi0w4kRcS686ZziXms?authuser=0&hl=en&rclk=1",40.5884662,-74.2282269,"ChIJ___Lkqi0w4kRcS686ZziXms","US","","[""Onsite services"",""No online appointments""]","null","",""
"RFinances","Financial consultant","55 New St Suite G2, Ephrata, PA 17522","http://www.rfinances.com/","(484) 529-4370","","null","",4,5,"https://lh5.googleusercontent.com/p/AF1QipMWI1uJgR8UmbAuZZxj8qLSWyvt8gmFkaNwDUXf=w122-h92-k-no","https://search.google.com/local/reviews?placeid=ChIJeTEKPNYVxokRIJay3KMmLv0&q=Financial+planner,+17557,+US&authuser=0&hl=en&gl=US","https://www.google.com/maps/place/RFinances/data=!4m7!3m6!1s0x89c615d63c0a3179:0xfd2e26a3dcb29620!8m2!3d40.181965399999996!4d-76.16922629999999!16s/g/11k4h6bvbd!19sChIJeTEKPNYVxokRIJay3KMmLv0?authuser=0&hl=en&rclk=1",40.1819654,-76.1692263,"ChIJeTEKPNYVxokRIJay3KMmLv0","US","","null","null","",""
"Termotec di D'Angelo Giovanni","Air conditioning store","Viale Vittorio Veneto, 151, 71015 San Nicandro Garganico FG, Italy","https://termotec-di-dangelo-giovanni.business.site/?utm_source=gmb&utm_medium=referral","+39 0882 475612","","{""Friday"":""7:30 AM–12:30 PM"",""Monday"":""7:30 AM–12:30 PM"",""Saturday"":""7:30 AM–1 PM"",""Sunday"":""Closed"",""Thursday"":""7:30 AM–12:30 PM"",""Tuesday"":""7:30 AM–12:30 PM"",""Wednesday"":""7:30 AM–12:30 PM""}","Closed ⋅ Opens 7:30 AM Thu",8,4.9,"https://lh5.googleusercontent.com/p/AF1QipM_sPbKMKCjAQT-KB_23dWmSO5gtg1mg1adNHwe=w80-h142-k-no","https://search.google.com/local/reviews?placeid=ChIJI8PMFlETNxMRD3WV5mrfjjQ&q=Bathroom+Supply+Shop,+San+Nicandro+Garganico,+Italy,+Italy&authuser=0&hl=en&gl=US","https://www.google.com/maps/place/Termotec%20di%20D'Angelo%20Giovanni/data=!4m7!3m6!1s0x1337135116ccc323:0x348edf6ae695750f!8m2!3d41.8307116!4d15.574622499999998!16s/g/11hyh_t01h!19sChIJI8PMFlETNxMRD3WV5mrfjjQ?authuser=0&hl=en&rclk=1",41.8307116,15.5746225,"ChIJI8PMFlETNxMRD3WV5mrfjjQ","IT","","[""Delivery"",""In-store shopping"",""Same-day delivery""]","null","",""
"Southampton Sports Therapy and Injury Clinic","Sports injury clinic","Swaythling, Southampton SO16 2HA","http://southamptonsportstherapy.co.uk/","07500 515850","","null","",2,5,"https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=wgGzerxeff55nuZvHyzqXw&cb_client=search.gws-prod.gps&w=80&h=92&yaw=282.95135&pitch=0&thumbfov=100","https://search.google.com/local/reviews?placeid=ChIJbRdp5upzdEgRVRjdSCDepMA&q=Physical+therapist,+SO18,+UK&authuser=0&hl=en&gl=GB","https://www.google.com/maps/place/Southampton%20Sports%20Therapy%20and%20Injury%20Clinic/data=!4m7!3m6!1s0x487473eae669176d:0xc0a4de2048dd1855!8m2!3d50.9401073!4d-1.378!16s/g/11hbgh79b_!19sChIJbRdp5upzdEgRVRjdSCDepMA?authuser=0&hl=en&rclk=1",50.9401073,-1.378,"ChIJbRdp5upzdEgRVRjdSCDepMA","GB","","null","null","",""
"ATM (HSBC)","Cashpoint","8 Market Square, Aylesbury HP20 1TW","","0345 740 4404","","{""Friday"":""10 am–2 pm"",""Monday"":""10 am–2 pm"",""Saturday"":""Closed"",""Sunday"":""Closed"",""Thursday"":""10 am–2 pm"",""Tuesday"":""10 am–2 pm"",""Wednesday"":""10 am–2 pm""}","Closed ⋅ Opens 10 am Tue",1,5,"https://lh5.googleusercontent.com/p/AF1QipN1vSlgmDNUMeKWvSKHEG65kaqElQjfbHk_F4e8=w80-h142-k-no","https://search.google.com/local/reviews?placeid=ChIJ-fS_GKj3dkgRrJbCr22NnYk&q=ATM,+HP19,+UK&authuser=0&hl=en&gl=GB","https://www.google.com/maps/place/ATM%20(HSBC)/data=!4m7!3m6!1s0x4876f7a818bff4f9:0x899d8d6dafc296ac!8m2!3d51.8165439!4d-0.8125728999999999!16s/g/11f4l9jnzp!19sChIJ-fS_GKj3dkgRrJbCr22NnYk?authuser=0&hl=en&rclk=1",51.8165439,-0.8125729,"ChIJ-fS_GKj3dkgRrJbCr22NnYk","GB","","null","null","",""
"YMCA","Gym","The George Williams Centre, Friarn Ave, Bridgwater TA6 3RF","https://www.ymca.org.uk/location/ymca-bridgwater-gym","0333 200 1616","Community-focused nonprofit established in 1844 with recreational programs & services for all ages.","{""Friday"":""8 am–9 pm"",""Monday"":""8 am–9 pm"",""Saturday"":""9 am–5 pm"",""Sunday"":""Closed"",""Thursday"":""8 am–9 pm"",""Tuesday"":""8 am–9 pm"",""Wednesday"":""8 am–9 pm""}","Open ⋅ Closes 5 pm",43,4.2,"https://lh5.googleusercontent.com/p/AF1QipNVGah21zGbmTW8y48E-lNUKelZnYx6x2xjug1S=w122-h92-k-no","https://search.google.com/local/reviews?placeid=ChIJ7-2oI2IIckgRlOASHcb_3vg&q=Physical+fitness+program,+TA6,+UK&authuser=0&hl=en&gl=GB","https://www.google.com/maps/place/YMCA/data=!4m7!3m6!1s0x4872086223a8edef:0xf8deffc61d12e094!8m2!3d51.124401!4d-3.0072104!16s/g/1tdltqts!19sChIJ7-2oI2IIckgRlOASHcb_3vg?authuser=0&hl=en&rclk=1",51.124401,-3.0072104,"ChIJ7-2oI2IIckgRlOASHcb_3vg","GB","","null","null","",""
"Kajaki Trzciel Spływy Kajakowe Obra Kajakiem wypożyczalnia kajaków Spływy Integracyjne","Raft trip outfitter","Jasieniec 4a, 66-320 Jasieniec, Poland","http://www.kajakitrzciel.pl/","+48 661 762 107","","{""Friday"":""8 AM–3 PM"",""Monday"":""8 AM–3 PM"",""Saturday"":""8 AM–3 PM"",""Sunday"":""8 AM–3 PM"",""Thursday"":""8 AM–3 PM"",""Tuesday"":""8 AM–3 PM"",""Wednesday"":""8 AM–3 PM""}","Closed ⋅ Opens 8 AM Tue",43,4.8,"https://lh5.googleusercontent.com/p/AF1QipPOVaIYMiNR-3au0KuWb_1bcYmuxJPr8ibENpYO=w122-h92-k-no","https://search.google.com/local/reviews?placeid=ChIJ0_J66fKIBkcRrb-F9qzX3GU&q=Wypo%C5%BCyczalnia+kajak%C3%B3w,+61-297,+Poland&authuser=0&hl=en&gl=US","https://www.google.com/maps/place/Kajaki%20Trzciel%20Sp%C5%82ywy%20Kajakowe%20Obra%20Kajakiem%20wypo%C5%BCyczalnia%20kajak%C3%B3w%20Sp%C5%82ywy%20Integracyjne/data=!4m7!3m6!1s0x470688f2e97af2d3:0x65dcd7acf685bfad!8m2!3d52.3786311!4d15.818958299999998!16s/g/11f5dqcx8w!19sChIJ0_J66fKIBkcRrb-F9qzX3GU?authuser=0&hl=en&rclk=1",52.3786311,15.8189583,"ChIJ0_J66fKIBkcRrb-F9qzX3GU","PL","","null","null","",""
"Glamour Collision Center","Auto body shop","2618 E Sprague Ave, Spokane, WA 99202","","(509) 534-2622","","{""Friday"":""8 AM–4 PM"",""Monday"":""8 AM–4 PM"",""Saturday"":""Closed"",""Sunday"":""Closed"",""Thursday"":""8 AM–4 PM"",""Tuesday"":""8 AM–4 PM"",""Wednesday"":""8 AM–4 PM""}","Closed ⋅ Opens 8 AM",15,4.5,"https://lh5.googleusercontent.com/p/AF1QipNxbPAj3dA4DhAAdwdmiefTFa2xRLFCeNkxWuLP=w122-h92-k-no","https://search.google.com/local/reviews?placeid=ChIJf54QA6QYnlQRVP59EVfU6Fg&q=Auto+body+shop,+99004,+US&authuser=0&hl=en&gl=US","https://www.google.com/maps/place/Glamour%20Collision%20Center/data=!4m7!3m6!1s0x549e18a403109e7f:0x58e8d457117dfe54!8m2!3d47.657184099999995!4d-117.37139529999999!16s/g/1tgwmdlx!19sChIJf54QA6QYnlQRVP59EVfU6Fg?authuser=0&hl=en&rclk=1",47.6571841,-117.3713953,"ChIJf54QA6QYnlQRVP59EVfU6Fg","US","","null","null","",""
"MPH Salmonsen Office","Real estate agency","Military Park Rd, Garfield, AR 72732","","+14793666737","","""{}""","",1,5,"https://lh5.googleusercontent.com/p/AF1QipPBaN0IhhFvYgHTZE4erIjAIcPrCbCl6I846RxY=w426-h240-k-no","[{""date"":null,""id"":""ChdDSUhNMG9nS0VJQ0FnSUNJal91c2dRRRAB"",""name"":""johnathon smallz"",""text"":null}]","https://www.google.com/maps/place/MPH+Salmonsen+Office/@36.4394664,-94.0355035,17z/data=!3m1!4b1!4m6!3m5!1s0x87c922313a7a8ed3:0xd131702f85bc2f87!8m2!3d36.4394664!4d-94.0355035!16s%2Fg%2F11clyblzy_?hl=en",36.4394664,-94.0355035,"ChIJ0456OjEiyYcRhy-8hS9wMdE","US","","null","null","",""
"Designs For Vision Inc","Medical supply store","4000 Veterans Memorial Hwy, Bohemia, NY 11716","http://designsforvision.com/","(800) 345-4009","","{""Friday"":""8 AM–5 PM"",""Monday"":""8 AM–6 PM"",""Saturday"":""Closed"",""Sunday"":""Closed"",""Thursday"":""8 AM–6 PM"",""Tuesday"":""8 AM–6 PM"",""Wednesday"":""8 AM–6 PM""}","Closed ⋅ Opens 8 AM Mon",127,2.4,"https://lh5.googleusercontent.com/p/AF1QipMHu0BWiuB4JeAUxTGT7cjdhZPgNHNOvZxzXc5g=w80-h106-k-no","https://search.google.com/local/reviews?placeid=ChIJVcP4cLM36IkRJagC9rNbkGg&q=Store,+11716,+US&authuser=0&hl=en&gl=US","https://www.google.com/maps/place/Designs%20For%20Vision%20Inc/data=!4m7!3m6!1s0x89e837b370f8c355:0x68905bb3f602a825!8m2!3d40.782902799999995!4d-73.10545069999999!16s/g/1tf9p94m!19sChIJVcP4cLM36IkRJagC9rNbkGg?authuser=0&hl=en&rclk=1",40.7829028,-73.1054507,"ChIJVcP4cLM36IkRJagC9rNbkGg","US","","null","null","",""
"Healing Essence Massage Therapy LLC","Massage spa","521 W Kingshighway, Paragould, AR 72450","mymassagehealing.com","+18703354039","","""{\""Friday\"":\""9AM to 5PM\"",\""Monday (Memorial Day)\"":\""9AM to 5PM\"",\""Saturday\"":\""9AM to 3PM\"",\""Sunday\"":\""Closed\"",\""Thursday\"":\""9AM to 5PM\"",\""Tuesday\"":\""9AM to 5PM\"",\""Wednesday\"":\""9AM to 5PM\""}""","",21,4.9,"https://lh5.googleusercontent.com/p/AF1QipNWMZf_cgJbSPdA0TyWLDxxT1wcWNdVnjEFIHG1=w426-h240-k-no","[{""date"":null,""id"":""ChZDSUhNMG9nS0VJQ0FnSURvMDZfMEx3EAE"",""name"":""Mariah Windhorst"",""text"":null},{""date"":null,""id"":""ChZDSUhNMG9nS0VJQ0FnSURvdzdlVFhBEAE"",""name"":""Cassie Skelton"",""text"":null},{""date"":null,""id"":""ChZDSUhNMG9nS0VJQ0FnSURvdnZmQmNnEAE"",""name"":""Autumn Kimble"",""text"":null}]","https://www.google.com/maps/place/Healing+Essence+Massage+Therapy+LLC/data=!4m6!3m5!1s0x87d67b0248c9243f:0x2b24dbb36cf81f2a!8m2!3d36.0526543!4d-90.4917421!16s%2Fg%2F11c72q_8xs",36.0526543,-90.4917421,"ChIJPyTJSAJ71ocRKh_4bLPbJCs","US","","null","null","",""
"Brown Automotive Group","GMC dealer","4300 S Georgia St, Amarillo, TX 79110","smallerprofit.com","+18063537211","","""{\""Friday\"":\""8:30AM to 7PM\"",\""Monday\"":\""8:30AM to 7PM\"",\""Saturday\"":\""8:30AM to 7PM\"",\""Sunday (Easter)\"":\""Closed\"",\""Thursday\"":\""8:30AM to 7PM\"",\""Tuesday\"":\""8:30AM to 7PM\"",\""Wednesday\"":\""8:30AM to 7PM\""}""","",59,4.5,"","[{""date"":""3 weeks ago"",""id"":""ChdDSUhNMG9nS0VJQ0FnSURXNGJENGdBRRAB"",""name"":""Jessie Pruitt"",""rating"":""1 star"",""text"":""Found an 8 yr old Camry hybrid on website. Went to look at it. Mileage almost 20,000 per year, deep scratch/dent in right rear quarter panel down to metal. Drove fine. Overpriced considering issues. Made offer based on KBB valuation, work that had to be done and needing to replace battery. Wouldn't come down to a reasonable price. Totally arrogant. They could give me an oil change to make up the difference. Really? Amazing that the prices here are always thousands higher than Dallas or Oklahoma. We are sorry to hear that we failed to meet your expectations and that we were unable to come to an agreement that worked for both parties. We wish you the best and hope you find a great vehicle that fits your needs.""},{""date"":""9 months ago"",""id"":""ChdDSUhNMG9nS0VJQ0FnSURxM3NXYmhBRRAB"",""name"":""Melissa Hendricks"",""rating"":""5 stars"",""text"":""Brown Automotive and John Thurlow made my new car experience easy! I told them what I needed and John and the team made the magic happen. No pressure, just fair business. John took the time to push each button in the car so i knew … Melissa, thank you so much for the great review and feedback. We are so glad you enjoyed your vehicle purchase experience. We appreciate you entrusting us with your purchase. Please let us know if you need anything else. Thanks again!""},{""date"":""10 months ago"",""id"":""ChZDSUhNMG9nS0VJQ0FnSUNxNEpuMkpBEAE"",""name"":""Marshal Johnson"",""rating"":""1 star"",""text"":""For months now, we have had issues with our car we purchased from this place. We purchased the car with no AC with the guarantee that it would be fixed before we got the car. After receiving the car, the ac worked for about 3 to 4 months … We are very sorry to hear that we have failed to meet your expectations. The used car that your mother purchased was sold before the vehicle went through our used car inspection process and the A/C was not working and the car was still under warranty when it was purchased. When we put the vehicle through the inspection, we ran dye through the system and found where the compressor was leaking at the housing. No other leaks were found. We replaced the compressor and recharged the system under warranty. This was in April of 2020. In March of 2021, you brought the car back and said that the a/c didn’t work. By that time, the factory warranty had expired and the evaporator had a leak. Since the compressor was the only thing that was replaced in March of 2020, the warranty on it was extended for two years under the service parts warranty, so if the compressor had failed, it would have been covered under warranty again. The warranty on the rest of the A/C expired with the base warranty, and you elected to not purchase an extended warranty when you bought the car. Your mother called GM and started a CAC case with them because her mechanic said that there was a recall on the evaporator. There is a special coverage on some Impalas but the VIN number on your vehicle is not one that has the coverage due to the fact that your car has a different evaporator part number than the ones under the special coverage. Because your VIN was not covered, the CAC case was closed. Our service manager spoke with your mother numerous times and did run a policy calculator for her and subsequently, GM offered to pay all but 1000.00 of the repair which you opted not to take. We do feel we have done everything in our power to work with GM to come up with a solution.""}]","https://www.google.com/maps/place/Brown+Automotive+Group/@35.166277,-101.8698641,17z/data=!3m1!4b1!4m5!3m4!1s0x87014ff2a4744a47:0x461ab4675a52298!8m2!3d35.166277!4d-101.8676853",35.166277,-101.8676754,"ChIJR0p0pPJPAYcRmCKldUarYQQ","US","","null","null","",""
"Best Deal Tire Center","Tire shop","89 Clever Rd, McKees Rocks, PA 15136","","(412) 331-1012","","{""Friday"":""8 AM–3:30 PM"",""Monday"":""8 AM–3:30 PM"",""Saturday"":""8 AM–12 PM"",""Sunday"":""Closed"",""Thursday"":""8 AM–3:30 PM"",""Tuesday"":""8 AM–3:30 PM"",""Wednesday"":""8 AM–3:30 PM""}","Open ⋅ Closes 3:30 PM",141,4.8,"https://lh5.googleusercontent.com/p/AF1QipOkN3YWxR6EB67j-yJEj32wTMDzeWLpRmlfN8ke=w80-h142-k-no","https://search.google.com/local/reviews?placeid=ChIJP4qwGV9fNIgRu8snFzmWgXI&q=Auto+parts+store,+15136,+United+States&authuser=0&hl=en&gl=US","https://www.google.com/maps/place/Best%20Deal%20Tire%20Center/data=!4m7!3m6!1s0x88345f5f19b08a3f:0x728196391727cbbb!8m2!3d40.4695272!4d-80.0996555!16s/g/1td7jd17!19sChIJP4qwGV9fNIgRu8snFzmWgXI?authuser=0&hl=en&rclk=1",40.4695272,-80.0996555,"ChIJP4qwGV9fNIgRu8snFzmWgXI","US","","null","null","",""
"Leif E Peterson CPA","Bookkeeping service","503 N Euclid Ave #9a, Bay City, MI 48706, United States","http://www.leifpetersoncpa.com/","+1 989-684-5000","","{""Friday"":""Closed"",""Monday"":""8:30 am–4:30 pm"",""Saturday"":""Closed"",""Sunday"":""Closed"",""Thursday"":""8:30 am–4:30 pm"",""Tuesday"":""8:30 am–4:30 pm"",""Wednesday"":""8:30 am–4:30 pm""}","Closed ⋅ Opens 8:30 am",18,5,"https://lh5.googleusercontent.com/p/AF1QipPhtOB5QNDgR3W9gBpSJzrUQa3DAa5uBe7s9sKu=w122-h92-k-no","https://search.google.com/local/reviews?placeid=ChIJUfl37GvgI4gRtLEww1Pt7eM&q=Tax+preparation+service,++8&authuser=0&hl=en&gl=HK","https://www.google.com/maps/place/Leif%20E%20Peterson%20CPA/data=!4m7!3m6!1s0x8823e06bec77f951:0xe3eded53c330b1b4!8m2!3d43.6061969!4d-83.91539449999999!16s/g/1jkxb1md_!19sChIJUfl37GvgI4gRtLEww1Pt7eM?authuser=0&hl=en&rclk=1",43.6061969,-83.9153945,"ChIJUfl37GvgI4gRtLEww1Pt7eM","US","","null","null","",""
